process,flow,value,unit,input,year,comments,type,process_location,supplying_location,"code (UUID, 3.8)",Ecoinvent selection
Bayer liquor refining,"treatment of inert waste, inert material landfill",-1.8,kg,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP6: resin regeneration - S2 used resin; normalization=1.8 kg per 1 kg 4N_Ga; original_flow=S2 used resin; luo_unit_process=UP6: resin regeneration; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=Medium - proxy for Luo chemical waste, inert; uuid_note=Local ecoinvent 3.8 has no exact 'chemical waste, inert'; selected inert waste landfill proxy.; peer_review_flag=waste proxy SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,RoW,561ca14c-12cb-4e61-91ae-1f53a250eaa8,"treatment of inert waste, inert material landfill | inert waste, for final disposal | RoW | kg | ecoinvent 3.8"
Bayer liquor refining,"electricity, high voltage, production mix",1.98,kWh,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP6: resin regeneration - Electricity; normalization=1.98 kWh per 1 kg 4N_Ga; original_flow=Electricity; luo_unit_process=UP6: resin regeneration; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=Medium - regional proxy review; uuid_note=Luo Table 1 used ecoinvent 3.10 CN-NCGC high-voltage production mix; local ecoinvent 3.8 index has no CN-NCGC. Selected CN-SX production mix because Luo cites a Shanxi EIA data source. Review before publication. SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_GR: exact ecoinvent 3.8 electricity UUID used for topology process location.",technosphere,GR,GR,44befae1-0a3c-4b84-9edd-d461e8640dab,"electricity, high voltage, production mix | electricity, high voltage | GR | kWh | ecoinvent 3.8"
Bayer liquor refining,"market for sodium hydroxide, without water, in 50% solution state",44.84,kg,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP7: precipitation - NaOH; normalization=44.84 kg per 1 kg 4N_Ga; original_flow=NaOH; luo_unit_process=UP7: precipitation; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=High - exact ecoinvent 3.8 activity/reference product; uuid_note=Matches Luo Table 1 sodium hydroxide selection, using local ecoinvent 3.8. SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,GLO,ad2f7e9a-4886-4d71-966d-d529bcc7587f,"market for sodium hydroxide, without water, in 50% solution state | sodium hydroxide, without water, in 50% solution state | GLO | kg | ecoinvent 3.8"
Bayer liquor refining,"treatment of wastewater, average, capacity 1E9l/year",-1.25,m3,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP7: precipitation - W4 centrifugate solution; normalization=1.25 ton aqueous waste converted to 1.25 m3 assuming 1000 kg/m3; original_flow=W4 centrifugate solution; luo_unit_process=UP7: precipitation; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=Medium - exact proxy with kg/ton to m3 conversion; uuid_note=Matches Luo Table 1 wastewater treatment proxy. Mass quantities converted to m3 assuming aqueous density of 1000 kg/m3. SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,RoW,a9f2745f-2e27-44cb-8129-26648d64ce80,"treatment of wastewater, average, capacity 1E9l/year | wastewater, average | RoW | m3 | ecoinvent 3.8"
Bayer liquor refining,"electricity, high voltage, production mix",4.75,kWh,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP7: precipitation - Electricity; normalization=4.75 kWh per 1 kg 4N_Ga; original_flow=Electricity; luo_unit_process=UP7: precipitation; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=Medium - regional proxy review; uuid_note=Luo Table 1 used ecoinvent 3.10 CN-NCGC high-voltage production mix; local ecoinvent 3.8 index has no CN-NCGC. Selected CN-SX production mix because Luo cites a Shanxi EIA data source. Review before publication. SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_GR: exact ecoinvent 3.8 electricity UUID used for topology process location.",technosphere,GR,GR,44befae1-0a3c-4b84-9edd-d461e8640dab,"electricity, high voltage, production mix | electricity, high voltage | GR | kWh | ecoinvent 3.8"
Bayer liquor refining,"electricity, high voltage, production mix",1.81,kWh,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP7: precipitation - Electricity (cooling for alkali dilution); normalization=1.81 kWh per 1 kg 4N_Ga; original_flow=Electricity (cooling for alkali dilution); luo_unit_process=UP7: precipitation; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=Medium - regional proxy review; uuid_note=Luo Table 1 used ecoinvent 3.10 CN-NCGC high-voltage production mix; local ecoinvent 3.8 index has no CN-NCGC. Selected CN-SX production mix because Luo cites a Shanxi EIA data source. Review before publication. SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_GR: exact ecoinvent 3.8 electricity UUID used for topology process location.",technosphere,GR,GR,44befae1-0a3c-4b84-9edd-d461e8640dab,"electricity, high voltage, production mix | electricity, high voltage | GR | kWh | ecoinvent 3.8"
Bayer liquor refining,"market for steam, in chemical industry",32.25,kg,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP8: purification - Steam; normalization=32.25 kg per 1 kg 4N_Ga; original_flow=Steam; luo_unit_process=UP8: purification; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=High - exact ecoinvent 3.8 activity/reference product; uuid_note=Matches Luo Table 1 steam market selection, using local ecoinvent 3.8.; peer_review_flag=Luo UP8 purification is within 4N route, not topology High-purity gallium refining SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,RoW,a2ce87fa-33d1-4017-9050-341bfd06213e,"market for steam, in chemical industry | steam, in chemical industry | RoW | kg | ecoinvent 3.8"
Bayer liquor refining,"market for quicklime, milled, loose",2,kg,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP8: purification - CaO; normalization=2 kg per 1 kg 4N_Ga; original_flow=CaO; luo_unit_process=UP8: purification; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=High - exact ecoinvent 3.8 activity/reference product; uuid_note=Matches Luo Table 1 quicklime market selection, using local ecoinvent 3.8.; peer_review_flag=Luo UP8 purification is within 4N route, not topology High-purity gallium refining SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,RoW,2aa427f7-ab97-4bd1-8abc-471f53a63db6,"market for quicklime, milled, loose | quicklime, milled, loose | RoW | kg | ecoinvent 3.8"
Bayer liquor refining,"market for sodium hydroxide, without water, in 50% solution state",44.16,kg,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP8: purification - NaOH; normalization=44.16 kg per 1 kg 4N_Ga; original_flow=NaOH; luo_unit_process=UP8: purification; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=High - exact ecoinvent 3.8 activity/reference product; uuid_note=Matches Luo Table 1 sodium hydroxide selection, using local ecoinvent 3.8.; peer_review_flag=Luo UP8 purification is within 4N route, not topology High-purity gallium refining SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,GLO,ad2f7e9a-4886-4d71-966d-d529bcc7587f,"market for sodium hydroxide, without water, in 50% solution state | sodium hydroxide, without water, in 50% solution state | GLO | kg | ecoinvent 3.8"
Bayer liquor refining,"treatment of wastewater, average, capacity 1E9l/year",-0.03225,m3,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP8: purification - W5 condensate water; normalization=32.25 kg aqueous waste converted to 0.03225 m3 assuming 1000 kg/m3; original_flow=W5 condensate water; luo_unit_process=UP8: purification; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=Medium - exact proxy with kg/ton to m3 conversion; uuid_note=Matches Luo Table 1 wastewater treatment proxy. Mass quantities converted to m3 assuming aqueous density of 1000 kg/m3.; peer_review_flag=Luo UP8 purification is within 4N route, not topology High-purity gallium refining SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,RoW,a9f2745f-2e27-44cb-8129-26648d64ce80,"treatment of wastewater, average, capacity 1E9l/year | wastewater, average | RoW | m3 | ecoinvent 3.8"
Bayer liquor refining,"treatment of limestone residue, inert material landfill",-2.4,kg,TRUE,2025,"Source: Luo 2025; table=Table 1; row=UP8: purification - S3 filter cake (CaCO3); normalization=2.4 kg per 1 kg 4N_Ga; original_flow=S3 filter cake (CaCO3); luo_unit_process=UP8: purification; boundary=Gate-to-gate Luo 2025 foreground inventory from Bayer Liquor treatment through 99.99% primary gallium metal; upstream aluminum extraction/alumina production excluded.; uuid_basis=ecoinvent 3.8 only; confidence=Medium - proxy for Luo limestone waste; uuid_note=Matches limestone-residue treatment proxy in local ecoinvent 3.8.; peer_review_flag=waste proxy; Luo UP8 is within 4N route SOURCE_AUDIT_NOTES: source_note: Luo et al. 2025, Life cycle assessment for primary gallium production at industrial-scale. | source_table: Luo 2025 Table 1 | baseline_scope: Luo_2025_Bayer_liquor_to_4N_Ga MASTER_BOUNDARY_NOTE: Luo 2025 Bayer_liquor to 4N_Ga foreground; upstream bauxite/alumina burden excluded from this node. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",technosphere,GR,RoW,b9220742-1ac0-47ca-bf1a-acd2257508cb,"treatment of limestone residue, inert material landfill | limestone residue | RoW | kg | ecoinvent 3.8"
